Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2015-06-30,173.04644775390625,174.28219456903466,172.5672748623584,174.23174519055576,182925100
2015-07-01,174.43348693847656,174.87902686689048,173.64328017421067,174.62683130828665,135979900
2015-07-02,174.27378845214844,175.08081179369205,173.85346673466134,174.91268567213737,104373700
2015-07-06,173.77777099609375,174.5595630495265,172.77740349161263,172.9791624863039,117975400
2015-07-07,174.87066650390625,174.9967578994981,171.58374730199034,173.97958643585173,173820200
2015-07-08,171.936767578125,173.81139848505535,171.7013884878915,173.52558285080016,164020100
2015-07-09,172.24781799316406,174.30740447090182,172.13854307970993,174.0467942564814,144113100
2015-07-10,174.4166717529297,174.83699341126913,172.2898451879079,174.25694747040882,129456900
2015-07-13,176.34178161621094,176.45105654315492,175.64404600744012,175.6860807457422,106069400
2015-07-14,177.10671997070312,177.41776670661784,176.24085841898082,176.29970960560198,81709600
2015-07-15,177.0479278564453,177.61115746157145,176.5687549049071,177.14880097163154,97914100
2015-07-16,178.4685821533203,178.4685821533203,177.86331792741157,178.10709885000293,106683300
2015-07-17,178.6199188232422,178.67877002251,178.0482874273898,178.46019451345953,89030000
2015-07-20,178.71237182617188,179.20834833837614,178.39293606650128,178.84687784455946,70446800
2015-07-21,178.00624084472656,178.83848243270182,177.7036087061174,178.57787220254363,77965000
2015-07-22,177.68682861328125,178.02309374011443,177.2833232882844,177.31694338736622,88667900
2015-07-23,176.68646240234375,177.92220949751953,176.3249918181293,177.8213363721021,90509100
